uen,hdb_registration_no,company_name,address,postal_code,email_address,contact_no
53220914A ,HB-11-4585B    ,ASHKURE INSIGHT                                                                                     ,422 FAJAR ROAD # 02-517 ,670422,ALLOY@ASHKURE.COM                                 ,68912004
53195893X ,HB-12-4611G    ,HUA BEE INTERIOR DESIGN & RENOVATION                                                                ,30 JALAN BAHAGIA # 07-370 ,320030,PAUL_ENGPC@HOTMAIL.COM                            ,62552255
201317069C,HB-12-4613E    ,MATRIX INTERIOR PTE. LTD.                                                                           ,65 UBI ROAD 1 # 02-83 OXLEY BIZHUB,408729,DAVIN@MATRIXINTERIOR.COM.SG                       ,65381911
53136751K ,HB-11-4588C    ,HOME RENOVATION                                                                                     ,148 LORONG 1 TOA PAYOH # 01-903 ,310148,JOHNSON_ETPOH@YAHOO.COM.SG                        ,63524750
201309942E,HB-11-4587H    ,THONG NIAN CONTRACTING PRIVATE LIMITED                                                              ,5001 BEACH ROAD # 07-15 GOLDEN MILE COMPLEX,199588,THONGNIAN@HOTMAIL.COM                             ,66898908
201011868W,HB-12-4612B    ,YI LI CONSTRUCTION PTE. LTD.                                                                        ,574 ANG MO KIO AVENUE 10 # 01-1821 ,560574,YILI574@SINGNET.COM.SG                            ,65528596
201309431H,HB-12-4604E    ,U-GATE DESIGN PTE. LTD.                                                                             ,20 Ang Mo Kio Park 2a # 05-29 Ang Mo Kio Techlink,567761,ADMIN2@U-GATE.COM.SG                              ,64812524
201612994E,HB-02-4632H    ,INTERIOR WORKS PTE. LTD.                                                                            ,914 TAMPINES STREET 91 # 02-39 TAMPINES PALMSVILLE,520914,SYURGALI@HOTMAIL.COM                              ,67844326
201026352G,HB-11-4595E    ,HOMEWORKS CONSULTANCY PTE. LTD.                                                                     ,119 ALJUNIED AVENUE 2 # 01-60 ,380119,KINGYONG.LEE@HOMEWORKS.COM.SG                     ,64068781
52956074K ,HB-02-4635Z    ,THE HOUSE OF THOUGHTS                                                                               ,432 Bukit Panjang Ring Road # 05-611 ,670432,JASONTHOTS@YAHOO.COM.SG                           ,65151207
201215734N,HB-11-4600A    ,LIVING VENTURE DESIGN & CONSTRUCTION PTE. LTD.                                                      ,125 BUKIT MERAH LANE 1 # 03-166 ,150125,LIVINGVENTUREDESIGN@GMAIL.COM                     ,62741013
53188902E ,HB-11-4601D    ,ZHUANG JIA HOME OF DESIGN                                                                           ,927 YISHUN CENTRAL 1 # 01-163 ,760927,ADMIN@ZHUANGJIA.COM.SG                            ,67581295
201131067K,HB-12-4617Z    ,V-MAX INTERIOR PTE. LTD.                                                                            ,140 PAYA LEBAR ROAD # 01-01 AZ @ PAYA LEBAR,409015,VINCENT@V-MAX.COM.SG                              ,67678723
53215058M ,HB-12-4608Z    ,HOMELAND DESIGN                                                                                     ,18 NEW INDUSTRIAL RD # 02-07 ,536205,JOY@HOMELANDDESIGN.COM.SG                         ,64428959
201107386M,HB-12-4610D    ,MYDESIGN INTERIORS PTE. LTD.                                                                        ,6 SIN MING ROAD # 01-06 SIN MING PLAZA,575585,HENRY@MYDESIGN.COM.SG                             ,64572252
200707401G,HB-12-4621B    ,THE LINE I.D PTE. LTD.                                                                              ,2 JURONG EAST STREET 21 # 02-152 IMM BUILDING,609601,JEAN.THELINEID@GMAIL.COM                          ,65613203
201323072K,HB-12-4607F    ,ACE SPACE DESIGN PTE. LTD.                                                                          ,31 WOODLANDS CLOSE # 04-09 woodlands horizon,737855,NICK.PANG@ACESPACEDESIGN.COM                      ,63390083
200715266N,HB-12-4614H    ,SPRUCE INTERIORS PTE. LTD.                                                                          ,46 KIM YAM ROAD # 01-12A THE HERENCIA,239351,CONTACT@SPRUCE.SG                                 ,62977155
201108543N,HB-02-4638G    ,SKYPACE PTE. LTD.                                                                                   ,11 WOODLANDS CLOSE # 10-20 WOODLANDS 11,737853,KELVIN@SKYPACE.COM.SG                             ,67343120
199900387W,HB-03-4643F    ,POMEX PTE. LTD.                                                                                     ,1 KAKI BUKIT AVENUE 3 # 10-23 KB-1,416087,POMEX@SINGNET.COM.SG                              ,67469883
T11LL1107B,HB-05-4671Z    ,ING'Z SOLUTION LLP                                                                                  ,451 RACE COURSE ROAD # - ,218695,NICKY.CHUA@LIVE.COM                               ,63922105
T11LL2147B,HB-12-4618A    ,NEW NYEW LLP                                                                                        ,15 Yishun Industrial St 1 # 03-26 WIN 5,768091,NYEWNEW@GMAIL.COM                                 ,66941793
201304209G,HB-03-4639B    ,KRIZZ INTERIOR PTE. LTD.                                                                            ,7 KALLANG PLACE # 06-05 ,339153,KAT@KRIZZINTERIOR.COM.SG                          ,62977768
201317622C,HB-12-4606C    ,MIN DESIGN PTE. LTD.                                                                                ,8 Toa Payoh Lor 7 # 01-305 Toa Payoh Court,310008,ENQUIRY@MINDESIGNPL.COM                           ,62501370
200803997W,HB-03-4649E    ,THE WOODEN PLATFORM PTE. LTD.                                                                       ,280 WOODLANDS INDUSTRIAL PARK E5 # 05-06 HARVEST @ WOODLANDS,757322,JASONTAN@THEWOODENPLATFORM.COM                    ,67343981
53176867L ,HB-12-4609A    ,AU_DESIGNLINK                                                                                       ,55 SUNGEI KADUT DRIVE # - SUNGEI KADUT INDUSTRIAL ESTATE,729563,YK@AUDESIGNLINK.COM                               ,65637310
22368200D ,HB-01-4629G    ,LIP HENG DECORATION CONTRACTOR                                                                      ,7 SIN MING WALK # 03-13 THE GARDENS AT BISHAN,575577,C_H_1300@YAHOO.COM.SG                             ,64580056
200823551Z,HB-03-4645A    ,COMPLEXART PTE. LTD.                                                                                ,22 WOODLANDS LINK # 01-29 ,738734,ED@COMPLEXART.ORG                                 ,67524294
199501533C,HB-12-4620G    ,CHAN YIP FURNITURE & CONSTRUCTION PTE LTD                                                           ,3 Ang Mo Kio Street 62 # 04-16 Link@AMK,569139,CHAN@CHANYIP.COM.SG                               ,67105344
201306258M,HB-12-4619D    ,CHAPTER B PTE. LTD.                                                                                 ,33 ERSKINE ROAD # 01-02 ,69333,BRYAN@CHAPTERB.COM.SG                             ,65363607
53136961K ,HB-12-4623H    ,ONE DESIGN CONCEPT                                                                                  ,36 LORONG 105 CHANGI # - ,426521,STEPHANYE_YN@YAHOO.COM.SG                         ,63840101
53038173K ,HB-12-4622E    ,H2O INTERIOR RENOVATION                                                                             ,1 KAKI BUKIT AVENUE 6 # 02-14 AUTOBAY @ KAKI BUKIT,417883,H2OINTERIOR@YAHOO.COM.SG                          ,67432524
53162146D ,HB-12-4603B    ,YI KI DOOR & RENOVATION                                                                             ,9005 TAMPINES STREET 93 # 01-270 TAMPINES INDUSTRIAL PARK A,528839,DOORYIKI@GMAIL.COM                                ,67836784
53208291E ,HB-02-4630B    ,ALPINE INTERIOR                                                                                     ,363 BUKIT BATOK STREET 31 # 10-305 ,650363,ALLANWEE29@GMAIL.COM                              ,94552208
201105803W,HB-01-4624C    ,ASA CONTRACTS PTE. LTD.                                                                             ,31 MANDAI ESTATE # 07-11 INNOVATION PLACE,729933,ADMIN@ASAC.COM.SG                                 ,63648636
200511981N,HB-02-4637D    ,URBAN ATELIER PTE. LTD.                                                                             ,8 UBI ROAD 2 # 03-18 ZERVEX,408538,BRYAN.KHOO@URBANATELIER.COM.SG                    ,66345355
53142003E ,HB-03-4651C    ,RANDY RENOVATION CONTRACTOR                                                                         ,925 YISHUN CENTRAL 1 # 01-247 ,760925,RANDYRENO@LIVE.COM                                ,68523393
201219330W,HB-05-4674G    ,DEZIGN CULTURE PTE. LTD.                                                                            ,190 LORONG 6 TOA PAYOH # 03-510 ,310190,SALES@DEZIGNCULTURE.COM.SG                        ,62500771
53121809X ,HB-03-4641H    ,ACE ID & WOOD                                                                                       ,136 MARSILING ROAD # 01-2176 ,730136,ANDYLAW9696@YAHOO.COM.SG                          ,63672296
201006866Z,HB-02-4631E    ,TREASURE POD PTE. LTD.                                                                              ,7030 ANG MO KIO AVE 5 # 05-04 NORTHSTAR@AMK,569880,SALES@TREASUREPOD.COM.SG                          ,62685075
46811400M ,HB-01-4628D    ,ARISEN INTERIOR DECORATION CONTRACTORS                                                              ,10 ADMIRALTY STREET # 04-41 Northlink Building,757695,TAN.ARISEN@GMAIL.COM                              ,65551415
53136592A ,HB-01-4627A    ,LUOVA PROJECT SERVICES                                                                              ,21 WOODLANDS CLOSE # 05-05 PRIMZ BIZHUB,737854,ENQUIRY@LUOVA.COM.SG                              ,68520820
200817929N,HB-03-4647G    ,SIMPLY DESIGN & CONTRACTS PTE. LTD.                                                                 ,255 JURONG EAST STREET 24 # 01-309 ,600255,JOSEPH@SIMPLYDESIGN.COM.SG                        ,62192427
201318200M,HB-06-4711B    ,VISUAL DREAMS PTE. LTD.                                                                             ,35 Kallang Pudding Road # 08-03A Tong Lee Building A,349314,EDWIN.FOO@VISUALDREAMS.COM.SG                     ,64434342
201332864W,HB-02-4633C    ,ARTISAN SPACE PTE. LTD.                                                                             ,81 UBI AVENUE 4 # 01-23 UB. ONE,408830,CONTACTUS@ARTISANSPACE.COM.SG                     ,67024403
201305864M,HB-05-4665G    ,DOTS 'N' TOTS INTERIOR PTE. LTD.                                                                    ,256 Tanjong Katong Road # - ,437044,TOMMY@DOTSNTOTS.COM.SG                            ,63487361
200301883R,HB-03-4640E    ,GOLD'N ALPS PTE. LTD.                                                                               ,16 SIMEI STREET 1 # 09-13 MELVILLE PARK,529942,CHEOW@GOLDEN-ALPS.COM                             ,31502964
201134179H,HB-05-4681A    ,STAR CONSTRUCTION & ENGINEERING PTE. LTD.                                                           ,1 BUKIT BATOK CRESCENT # 07-36 WCEGA PLAZA,658064,CONSTRUCTSTAR2011@GMAIL.COM                       ,65700045
201312261C,HB-02-4634F    ,CYRUS CREATION PTE. LTD.                                                                            ,55 SUNGEI KADUT DRIVE # - ,729563,ANDMAG028@GMAIL.COM                               ,62561262
201309984W,HB-04-4654A    ,CORAZON INTERIOR PRIVATE LIMITED                                                                    ,71B PAGODA STREET # - ,59230,ERICPOONYH@YAHOO.COM.SG                           ,62210718
201300805E,HB-05-4682D    ,GRANDDA ENGINEERING PTE. LTD.                                                                       ,4028 ANG MO KIO INDUSTRIAL PARK 1 # 01-207 ,569639,GRANDDAENG@GMAIL.COM                              ,64524149
53056640X ,HB-01-4626Z    ,SYNERTEC DESIGN & CONSTRUCTION                                                                      ,3018 BEDOK NORTH STREET 5 # 01-14 EASTLINK,486132,SYNERTEC@SINGNET.COM.SG                           ,64486604
T12LL1697G,HB-04-4655D    ,THE TWO BIG GUYS  LLP                                                                               ,61 Woodlands Industrial Park E9 # 03-14 E9 Premium,757047,SALES@THETWOBIGGUYS.COM                           ,66357196
53214125C ,HB-05-4675B    ,CONCEPT  INNOVATION                                                                                 ,1034 EUNOS AVENUE 5 # 01-56 ,409743,CONCEPTINNOVATIONWORKS@GMAIL.COM                  ,64860612
53217871L ,HB-03-4646D    ,DESIGNZER INTERIOR                                                                                  ,55 SUNGEI KADUT DRIVE # - SUNGEI KADUT INDUSTRIAL ESTATE,729563,DESIGNZER.INTERIOR@GMAIL.COM                      ,66407993
53225354W ,HB-02-4636A    ,PLUMBER DOCTOR INTERIOR DESIGN & RENOVATION                                                         ,15 Yishun Industrial Street 1 # 01-33 Win 5,768091,MICHAEL_CHAN82@HOTMAIL.COM                        ,62645789
46857000D ,HB-03-4642C    ,MIKOTA RENOVATION CONTRACTOR                                                                        ,277D COMPASSVALE LINK # 10-300 ,544277,MIKOTA_CHONG@LIVE.COM                             ,65553378
T08LL1068C,HB-03-4653Z    ,MOOCHE RENOVATION SERVICES LLP                                                                      ,633B SENJA RD # 07-147 ,672633,SALES@MOOCHE.SG                                   ,66380730
201213312R,HB-05-4678C    ,DCLA CONSTRUCTION & ENGINEERING PTE. LTD.                                                           ,11 MANDAI ESTATE # 11-03 ELDIX,729908,KAY@DCLA.COM.SG                                   ,66765869
53252017C ,HB-01-4625F    ,C S H CONTRACT SERVICES                                                                             ,476B CHOA CHU KANG AVENUE 5 # 15-17 ,682476,SONGHENG.CHAN@GMAIL.COM                           ,96601977
199004710D,HB-03-4648B    ,TARKUS INTERIORS PTE LTD                                                                            ,151 CHIN SWEE ROAD # 06-05 MANHATTAN HOUSE,169876,EVELYNCHIA@TARKUS.COM.SG                          ,62865695
53217995A ,HB-03-4650H    ,FIGURE - J INTERIOR DESIGN                                                                          ,170 UPPER BUKIT TIMAH ROAD # B1-45 BUKIT TIMAH SHOPPING CENTRE,588179,JEREMY@FIGURE-J.COM.SG                            ,64690388
201323043D,HB-04-4656G    ,AC VISION DESIGN PTE. LTD.                                                                          ,7030 ANG MO KIO AVENUE 5 # 01-43 NORTHSTAR @ AMK,569880,ADMIN@ACVISION.COM.SG                             ,66940806
201322065N,HB-04-4657B    ,INTERIA PTE. LTD.                                                                                   ,30 MARSILING IND ESTATE ROAD 5 # 05-05E WIDEFIELD INDUSTRIAL BUILDING,739211,GHINAN@INTERIA.SG                                 ,63686551
201201092D,HB-06-4691D    ,ATEC CONSTRUCTION PTE. LTD.                                                                         ,"10 BUKIT BATOK CRESCENT # 04-07 SPIRE, THE",658079,ATEC207@GMAIL.COM                                 ,68770979
201310463Z,HB-05-4677H    ,EIGHT DESIGN PTE. LTD.                                                                              ,140 Paya Lebar Road # 09-11 AZ@Paya Lebar,409015,CARIN@EIGHTDESIGN.COM.SG                          ,63854988
201024549G,HB-06-4689Z    ,COLOURBOX INTERIOR PTE. LTD.                                                                        ,2 WHAMPOA DRIVE # - ,327713,TONY@COLOURBOXINTERIOR.COM.SG                     ,62528538
200600275M,HB-06-4710G    ,POSEIDON FURNISHING CLUB PTE. LTD.                                                                  ,51 BUKIT BATOK CRESCENT # 03-09 UNITY CENTRE,658077,PETER@POSEIDON.COM.SG                             ,63163457
201627712M,HB-05-4662Z    ,ASIA CONCEPT PTE. LTD.                                                                              ,59 NEW UPPER CHANGI ROAD # 01-1274 ,461059,ASIACONCEPT12@GMAIL.COM                           ,64498517
53145226C ,HB-05-4661F    ,PROSPERITY BUILDING SERVICES                                                                        ,21 Bukit Batok Cresecent # 15-75 WCEGA Tower A,658065,PROSPERITYBLDGSERVICES@GMAIL.COM                  ,64909025
52926651B ,HB-05-4670F    ,JS CARPENTRY & CONTRACTS                                                                            ,184 WOODLANDS INDUSTRIAL PARK E5 # 02-01A ,757514,JACK.CHAN@JSFURNITURE.COM.SG                      ,63620553
200516492G,HB-05-4680Z    ,ARTE LIVING DESIGN STUDIO PTE. LTD.                                                                 ,21 WOODLANDS CLOSE # 05-18 PRIMZ BIZHUB,737854,GARYDESIGNSTUDIO@GMAIL.COM                        ,67107472
52608000X ,HB-05-4666B    ,HWA HAN TONG CONSTRUCTION                                                                           ,407 SIN MING AVENUE # 10-231 ,570407,ALVINTRK.HHT@GMAIL.COM                            ,64571878
201316846D,HB-06-4697F    ,NEU KONCEPTZ PTE. LTD.                                                                              ,28 Senang Crescent # 03-11 Bizhub 28,416601,JOHNCHAN@NEUKONCEPTZ.COM.SG                       ,67468046
53161115M ,HB-05-4669C    ,ARTHA RENO & GENERAL CONSTRUCTION                                                                   ,118 RACE COURSE ROAD # 04-01 ,218581,ARTHA_RENO@YAHOO.COM.SG                           ,67596891
201019061R,HB-03-4652F    ,STARR SPACE PTE. LTD.                                                                               ,10 ANSON ROAD # 33-04A INTERNATIONAL PLAZA,79903,BERNARD77GT@GMAIL.COM                             ,65536034
53206365A ,HB-05-4663A    ,LIID STUDIO                                                                                         ,3028A UBI ROAD 3 # 01-84 ,408657,HWEELI@LIIDSTUDIO.COM                             ,67441977
201013406N,HB-05-4676E    ,CREATIONMODE PTE. LTD.                                                                              ,22 WOODLANDS LINK # 04-31 ,738734,LIANGFONG@CREATIONMODE.COM                        ,62576039
201004279E,HB-05-4664D    ,DARWIN DESIGN PTE. LTD.                                                                             ,70 BENDEMEER ROAD # 01-01 LUZERNE,339940,SANDRAYEO@DARWININTERIOR.COM.SG                   ,62972647
53247888J ,HB-05-4673D    ,KS HOME DESIGN                                                                                      ,18 BOON LAY WAY # 09-155 TRADEHUB 21,609966,KSHOMEDESIGN@GMAIL.COM                            ,67634122
T12LL0054G,HB-05-4672A    ,CASA INTERIOR LLP                                                                                   ,6D Mandai Estate # 06-05 M-Space,729938,ANDYT229@GMAIL.COM                                ,96632184
46387100J ,HB-05-4668H    ,LEONG YI FURNITURE CONSTRUCTION                                                                     ,205 TAMPINES STREET 21 # 08-1277 ,520205,LEONGYI@YAHOO.COM.SG                              ,62462720
201120301W,HB-05-4685E    ,STUDIO ALT PTE. LTD.                                                                                ,1013 GEYLANG EAST AVE 3 # 04-140 ,389728,ALGENE@STUDIOALT.COM.SG                           ,91007045
200915408R,HB-05-4659H    ,IN.SITE DESIGN PTE. LTD.                                                                            ,183 Jalan Pelikat # 01-99 The Promenade@Pelikat,537643,SULLEY@INSITE-DESIGNGROUP.COM                     ,69177245
53128409C ,HB-08-4727D    ,LEACON CONSTRUCTION                                                                                 ,48 TOH GUAN ROAD EAST # 09-128 ENTERPRISE HUB,608586,LEACON@SINGNET.COM.SG                             ,65651281
200514194M,HB-06-4708A    ,DESIGN REBIRTH PTE. LTD.                                                                            ,41 TESSENSOHN ROAD # - ,217660,ACCOUNTS@DESIGNREBIRTH.COM                        ,62980400
53206025C ,HB-05-4683G    ,MASTER DESIGN INTERIOR                                                                              ,10 ADMIRALTY STREET # 04-38 NORTH LINK BUILDING,757695,MARKLIM@MASTERDESIGN.SG                           ,63879877
52814165A ,HB-10-4750C    ,FRANSCO CONTRACT SERVICES                                                                           ,1 KEE CHOE AVENUE # - SENNETT ESTATE,348941,SAM.FRANSCO@GMAIL.COM                             ,63821039
53066431C ,HB-07-4712E    ,KOONG YEE INTERIOR DESIGN                                                                           ,18 Boon Lay Way # 04-144 TradeHub 21,609966,LEONARD_YAP@KOONGYEE.COM.SG                       ,63415261
53184847K ,HB-06-4692G    ,ESSENTIAL INTERIOR                                                                                  ,354 HOUGANG AVENUE 7 # 11-701 ,530354,MIKECHAN_ACTIVEID@HOTMAIL.COM                     ,64499873
201408581N,HB-06-4704H    ,PROJECTGURU PTE. LTD.                                                                               ,21 WOODLANDS CLOSE # 05-15 PRIMZ BIZHUB,737854,ELTON.THEN@PROJECTGURU.COM.SG                     ,62685820
201116626C,HB-06-4690A    ,VISION CONTRACTS PTE. LTD.                                                                          ,61 UBI ROAD 1 # 03-32 OXLEY BIZHUB,408727,VIVI@VISIONCONTRACTS.COM.SG                       ,67770938
201213769N,HB-05-4686H    ,ARCHETYPE PTE. LTD.                                                                                 ,10 KAKI BUKIT ROAD 2 # 03-09 FIRST EAST CENTRE,417868,ENQUIRIES@ARCHE.SG                                ,62916897
201304458H,HB-08-4733F    ,YIS LIVING PTE. LTD.                                                                                ,145 TECK WHYE AVENUE # 01-163 ,680145,SHARON@YISLIVING.COM.SG                           ,67607798
53232102B ,HB-05-4687C    ,LCN FURNISHING & CONSTRUCTION                                                                       ,511 YISHUN INDUSTRIAL PARK A # 03-00 ,768768,CREATIVE@LCN.SG                                   ,67340596
201002965W,HB-06-4693B    ,SEVEN HEAVEN PTE. LTD.                                                                              ,38A DUNLOP STREET # - ,209366,JERMAINE@SEVENHEAVEN.ASIA                         ,67440018
T13LL1111H,HB-06-4698Z    ,ZEAL IMAGE LLP                                                                                      ,25 KAKI BUKIT ROAD 4 # 05-37 SYNERGY @ KB,417800,RONSHEE@ZEALIMAGE.COM.SG                          ,93370749
201301038R,HB-05-4684B    ,THE INTERIOR LAB (TIL) PTE. LTD.                                                                    ,88 JOO CHIAT PLACE # - ,427805,KYFRED@HOTMAIL.COM                                ,63456817
53128960E ,HB-07-4716Z    ,OPT RENOVATION CONTRACTOR                                                                           ,3006 UBI ROAD 1 # 03-396 ,408700,OPT_RENO@YAHOO.COM.SG                             ,63859700
53168817L ,HB-04-4658E    ,TOP 1 SINGAPORE SAFETY WINDOW                                                                       ,9005 TAMPINES STREET 93 # 01-270 TAMPINES INDUSTRIAL PARK A,528839,TOP1WINDOW@HOTMAIL.COM                            ,67836784
53119937A ,HB-08-4740H    ,LEE TIAN SIONG DESIGN & TRADING                                                                     ,202 MARSILING DRIVE # 05-128 ,730202,TIANSIONGDESIGN@GMAIL.COM                         ,91896126
201300482R,HB-07-4713H    ,B M BUILDERS PTE. LTD.                                                                              ,34 Flora Drive # 02-21 Palm Isles,506893,BM_B09@YAHOO.COM.SG                               ,67461917
201537708Z,HB-06-4694E    ,LIVINZ SYNTHESIS PTE LTD                                                                            ,351 JURONG EAST STREET 31 # 01-99 ,600351,IZLAU68@YAHOO.COM.SG                              ,68962742
201326456R,HB-08-4735A    ,DT CONSTRUCTION GROUP PTE. LTD.                                                                     ,1 balestier rd # - ,329670,YY@DTCG.SG                                        ,62917527
53256431J ,HB-06-4695H    ,CASA SPAZIO                                                                                         ,61 UBI ROAD 1 # 02-02 OXLEY BIZHUB,408727,ALAN.LEE33@YAHOO.COM.SG                           ,66351137
201113788E,HB-06-4700D    ,FIRST SM CONSTRUCTION PTE. LTD.                                                                     ,6 YISHUN INDUSTRIAL ST 1 # 04-13 NORTHVIEW BIZHUB,768090,FIRSTSM2011@GMAIL.COM                             ,67562608
53089333M ,HB-07-4717A    ,TIONG SENG RENOVATION CONTRACTOR                                                                    ,266B PUNGGOL WAY # 04-378 ,822266,KAREN_NCY@YAHOO.COM.SG                            ,62950233
201216035Z,HB-06-4702B    ,HAQQ CREATIONS SINGAPORE PTE. LTD.                                                                  ,8 BURN ROAD # 14-08 TRIVEX BUILDING,369977,NAZREEN@HAQQCREATIONS.COM                         ,94766935
53258085X ,HB-06-4696C    ,M KEY CONCEPT                                                                                       ,11 UPPER BOON KENG ROAD # 01-909 BOON KENG VILLE,380011,MKEYCONCEPT@GMAIL.COM                             ,94503143
53007413C ,HB-06-4703E    ,SILVOTINO                                                                                           ,6001 BEACH ROAD # 02-33 GOLDEN MILE TOWER,199589,ROFINO@SILVOTINO.COM                              ,67452208
201209808C,HB-07-4715F    ,RONBUILDZ PTE. LTD.                                                                                 ,17E JALAN HOCK CHYE # - ,538199,RONBUILDZ.PL@GMAIL.COM                            ,66748775
53171674X ,HB-06-4709D    ,INNERSPACE DESIGN SOLUTIONS                                                                         ,12 BOON TECK ROAD # 01-02 SHAW CORNER,329586,DOREEN_YAP2002@YAHOO.COM.SG                       ,62590688
201334617K,HB-06-4706F    ,POSH LIVING INTERIOR DESIGN PTE. LTD.                                                               ,62 UBI ROAD 1 # 01-06 OXLEY BIZHUB 2,408734,ENQUIRY@POSHLIVING.COM.SG                         ,64449690
201306994C,HB-07-4714C    ,KINGS DESIGN STUDIO PTE. LTD.                                                                       ,6 YISHUN INDUSTRIAL STREET 1 # 05-01 NORTH VIEW BIZHUB,768090,MASTERDESIGNSG@GMAIL.COM                          ,63393972
T11LL2278D,HB-09-4744A    ,ESTEEM DECOR LLP                                                                                    ,46 LORONG 17 GEYLANG # 02-01 ENTERPRISE INDUSTRIAL BUILDING,388568,ESTHER@ESTEEMDECOR.COM                            ,68414122
23486200M ,HB-05-4679F    ,KANG GAY IRON WORKS & GENERAL CONTRACTOR                                                            ,2022 BUKIT BATOK STREET 23 # 01-118 ,659527,KANGGAY.KG@GMAIL.COM                              ,65623326
201204412H,HB-08-4721E    ,IQ CONCEPT PTE. LTD.                                                                                ,1 PEMIMPIN DRIVE # 03-04 ONE PEMIMPIN,576151,ALVINM3@SINGNET.COM.SG                            ,62525420
53244316X ,HB-10-4746G    ,MIN LEE RENOVATION                                                                                  ,774 Lorong 3 Geylang # - ,389088,MEELEE1976@HOTMAIL.COM                            ,68485456
201202321D,HB-01-4793E    ,SPACE N LIVING PTE. LTD.                                                                            ,2 JURONG EAST STREET 21 # 03-28A IMM BUILDING,609601,MABEL_DECOR@YAHOO.COM.SG                          ,68960740
53078428M ,HB-06-4699A    ,YAN LI ALUMINIUM & GENERAL CONTRACTORS                                                              ,68 SUNGEI KADUT STREET 1 # - ,729370,YANLIALUMINIUM@YAHOO.COM.SG                       ,63623351
53256861C ,HB-08-4730E    ,96 DEGREE INTERIOR                                                                                  ,231 JOO CHIAT ROAD # 01-01 ,427490,DANIEL@96DEGREE.COM.SG                            ,63480388
201409917E,HB-08-4726A    ,A CASA INTERIOR PTE. LTD.                                                                           ,16 JALAN TAMPANG # - SEMBAWANG GARDEN ARCADE,758960,MAY_LOHCITY@YAHOO.COM.SG                          ,67546951
53179543L ,HB-08-4720B    ,IDEAL PLUS DESIGN                                                                                   ,7 mandai link # 04-13 mandai connection,728653,CONTACTIDEALPLUS@GMAIL.COM                        ,63628861
201106437W,HB-08-4718D    ,ETERN TECHNOLOGIES PTE. LTD.                                                                        ,81 UBI AVENUE 4 # 05-06 UB. ONE,408830,JAMES@ETERN.COM.SG                                ,64252137
201215329W,HB-08-4724F    ,WHITE BORDER INTERIOR DESIGN PTE. LTD.                                                              ,265A PUNGGOL WAY # 17-326 ,821265,WBORDER_ID@YAHOO.COM.SG                           ,65690471
201404556E,HB-08-4719G    ,TIAN FU CREATION INTERIOR PTE. LTD.                                                                 ,280 WOODLANDS INDUSTRIAL PARK E5 # 07-08 HARVEST @ WOODLANDS,757322,TIANFUCREATIONINTERIOR@GMAIL.COM                  ,62685070
201003874C,HB-08-4731H    ,SINGAPORE DEMOLITION HACKERS N REMOVALS PTE. LTD.                                                   ,92 GEYLANG BAHRU # 01-2760 GEYLANG BAHRU INDUSTRIAL ESTATE,339700,SINGAPOREHACKERS@SINGNET.COM.SG                   ,64725259
52986794W ,HB-08-4722H    ,SIGMA DESIGN                                                                                        ,7 MANDAI LINK # 06-07 MANDAI CONNECTION,728653,PLLAWS@GMAIL.COM                                  ,66491670
53210424B ,HB-08-4723C    ,KIMS DESIGN                                                                                         ,810 GEYLANG ROAD # 02-76 CITY PLAZA,409286,WILLIEYIPBY@GMAIL.COM                             ,67434312
201324900G,HB-08-4732C    ,SKYPEAK MAINTENANCE SERVICES PTE. LTD.                                                              ,89 COMMONWEALTH DRIVE # 05-660 ,140089,SKYPEAKENQUIRY@YAHOO.COM.SG                       ,64734597
201214435E,HB-10-4758H    ,LAURUS DESIGN PTE. LTD.                                                                             ,33 UBI AVENUE 3 # 05-64 VERTEX,408868,MARKTAYYH@GMAIL.COM                               ,66590682
201300939C,HB-08-4739E    ,LIVING ABODE PTE. LTD.                                                                              ,10 ADMIRALTY STREET # 04-22 NORTH LINK BUILDING,757695,HYLIEN.HOO@GREENSTARENO.COM                       ,67530031
53219344W ,HB-08-4728G    ,DE HOUSE WORKS GALLERY                                                                              ,160 PAYA LEBAR ROAD # 01-03 ORION @ PAYA LEBAR,409022,DEHOUSEWORKS@GMAIL.COM                            ,68418893
201416585D,HB-08-4738B    ,STARRY HOMESTEAD PTE. LTD.                                                                          ,140 PAYA LEBAR ROAD # 01-01 AZ @ PAYA LEBAR,409015,YOLA@STARRYHOMESTEAD.COM                          ,67026166
53220046B ,HB-08-4729B    ,J P H DESIGN & CONTRACT                                                                             ,18 BOON LAY WAY # 01-95 TRADEHUB 21,609966,JGHPETER@YAHOO.COM.SG                             ,65673150
201322922C,HB-08-4734Z    ,INNOARC PTE. LTD.                                                                                   ,143 CECIL STREET # 16-03 GB BUILING,69542,INNOARC@HOTMAIL.COM                               ,68160564
53229273A ,HB-08-4736D    ,SEVEN STAGES INTERIOR DESIGN                                                                        ,548 ANG MO KIO AVE 10 # 01-2010 ,560548,ALEXLIM4599@GMAIL.COM                             ,90046337
201400186Z,HB-10-4752Z    ,ARITZ DESIGN AND CONSTRUCTION PTE. LTD.                                                             ,10 ADMIRALTY STREET # 02-60 northlink building,757695,ALAN@ARITZ.COM.SG                                 ,68420140
200711681W,HB-08-4741C    ,KDL SOLUTIONS PTE. LTD.                                                                             ,3005 UBI AVENUE 3 # 04-64 ,408861,KDLSOLU@GMAIL.COM                                 ,66879652
